INSERT INTO LGINVOICE VALUES (960, '30-APR-11', 458, 29.18, 83792);
INSERT INTO LGINVOICE VALUES (3451, '16-JAN-12', 1446, 283.02, 84021);
INSERT INTO LGINVOICE VALUES (3452, '16-JAN-12', 1171, 239.56, 84334);
INSERT INTO LGINVOICE VALUES (3454, '16-JAN-12', 1447, 306.71, 83621);
INSERT INTO LGINVOICE VALUES (2583, '17-OCT-11', 946, 41.88, 84392);
INSERT INTO LGINVOICE VALUES (2586, '18-OCT-11', 1095, 50.56, 83820);
INSERT INTO LGINVOICE VALUES (2592, '18-OCT-11', 939, 74.15, 84392);
INSERT INTO LGINVOICE VALUES (2595, '18-OCT-11', 709, 231.26, 83593);
INSERT INTO LGINVOICE VALUES (2598, '18-OCT-11', 1101, 110.64, 83906);
INSERT INTO LGINVOICE VALUES (2601, '19-OCT-11', 1104, 322.65, 83537);
INSERT INTO LGINVOICE VALUES (2604, '19-OCT-11', 1105, 249.09, 83593);
INSERT INTO LGINVOICE VALUES (2607, '19-OCT-11', 1108, 244.9, 84276);
INSERT INTO LGINVOICE VALUES (2611, '20-OCT-11', 1110, 177.59, 84420);
INSERT INTO LGINVOICE VALUES (2614, '20-OCT-11', 685, 53.97, 83906);
INSERT INTO LGINVOICE VALUES (2617, '20-OCT-11', 427, 259.28, 83621);
INSERT INTO LGINVOICE VALUES (2623, '21-OCT-11', 926, 242.47, 83964);
INSERT INTO LGINVOICE VALUES (2626, '21-OCT-11', 145, 23.98, 83705);
INSERT INTO LGINVOICE VALUES (2629, '22-OCT-11', 1116, 336.93, 84364);
INSERT INTO LGINVOICE VALUES (2632, '22-OCT-11', 515, 415.9, 84134);
INSERT INTO LGINVOICE VALUES (2635, '22-OCT-11', 909, 26.97, 84021);
INSERT INTO LGINVOICE VALUES (1047, '09-MAY-11', 445, 119.96, 84248);
INSERT INTO LGINVOICE VALUES (1050, '09-MAY-11', 98, 122.24, 83850);
INSERT INTO LGINVOICE VALUES (1053, '09-MAY-11', 485, 243.34, 84078);
INSERT INTO LGINVOICE VALUES (1056, '10-MAY-11', 364, 195.1, 83964);
INSERT INTO LGINVOICE VALUES (1059, '10-MAY-11', 270, 391.8, 83993);
INSERT INTO LGINVOICE VALUES (1062, '10-MAY-11', 133, 343.31, 84219);
INSERT INTO LGINVOICE VALUES (1065, '11-MAY-11', 313, 149.08, 83677);
INSERT INTO LGINVOICE VALUES (1068, '11-MAY-11', 491, 71.95, 84163);
INSERT INTO LGINVOICE VALUES (1071, '11-MAY-11', 493, 230.7, 84334);
INSERT INTO LGINVOICE VALUES (1075, '12-MAY-11', 402, 80.97, 84420);
INSERT INTO LGINVOICE VALUES (1078, '12-MAY-11', 498, 51.98, 83964);
INSERT INTO LGINVOICE VALUES (1081, '12-MAY-11', 279, 276.09, 83621);
INSERT INTO LGINVOICE VALUES (1084, '13-MAY-11', 168, 252.92, 84248);
INSERT INTO LGINVOICE VALUES (1088, '13-MAY-11', 299, 273.81, 84392);
INSERT INTO LGINVOICE VALUES (1091, '13-MAY-11', 165, 188.7, 83763);
INSERT INTO LGINVOICE VALUES (1094, '14-MAY-11', 502, 370.65, 83593);
INSERT INTO LGINVOICE VALUES (1097, '14-MAY-11', 504, 213.19, 83677);
INSERT INTO LGINVOICE VALUES (1100, '14-MAY-11', 164, 228.24, 84306);
INSERT INTO LGINVOICE VALUES (1103, '15-MAY-11', 244, 124, 84106);
INSERT INTO LGINVOICE VALUES (1106, '15-MAY-11', 509, 152.71, 83734);
INSERT INTO LGINVOICE VALUES (1109, '16-MAY-11', 119, 23.98, 83705);
INSERT INTO LGINVOICE VALUES (1113, '16-MAY-11', 510, 112.95, 83705);
INSERT INTO LGINVOICE VALUES (1116, '16-MAY-11', 512, 130.12, 83878);
INSERT INTO LGINVOICE VALUES (1119, '17-MAY-11', 513, 59.96, 84334);
INSERT INTO LGINVOICE VALUES (1122, '17-MAY-11', 281, 100.73, 83537);
INSERT INTO LGINVOICE VALUES (1125, '17-MAY-11', 515, 47.96, 83878);
INSERT INTO LGINVOICE VALUES (1128, '18-MAY-11', 475, 295.4, 84078);
INSERT INTO LGINVOICE VALUES (1431, '19-JUN-11', 630, 137.72, 83850);
INSERT INTO LGINVOICE VALUES (1434, '19-JUN-11', 579, 149.13, 84306);
INSERT INTO LGINVOICE VALUES (1437, '19-JUN-11', 634, 237.75, 83734);
INSERT INTO LGINVOICE VALUES (1440, '19-JUN-11', 369, 156.15, 83820);
INSERT INTO LGINVOICE VALUES (1443, '20-JUN-11', 482, 87.94, 84049);
INSERT INTO LGINVOICE VALUES (1741, '21-JUL-11', 499, 305.47, 83878);
INSERT INTO LGINVOICE VALUES (1744, '21-JUL-11', 535, 80.71, 83734);
INSERT INTO LGINVOICE VALUES (1747, '22-JUL-11', 760, 131.97, 83792);
INSERT INTO LGINVOICE VALUES (1750, '22-JUL-11', 761, 292.64, 84276);
INSERT INTO LGINVOICE VALUES (1753, '22-JUL-11', 416, 216.33, 84163);
INSERT INTO LGINVOICE VALUES (1756, '23-JUL-11', 763, 162.29, 84163);
INSERT INTO LGINVOICE VALUES (1759, '23-JUL-11', 388, 249.93, 83705);
INSERT INTO LGINVOICE VALUES (1762, '23-JUL-11', 767, 204.7, 83850);
INSERT INTO LGINVOICE VALUES (1765, '23-JUL-11', 769, 387.82, 84163);
INSERT INTO LGINVOICE VALUES (1769, '24-JUL-11', 571, 304.75, 83936);
INSERT INTO LGINVOICE VALUES (1772, '24-JUL-11', 772, 86.94, 83537);
INSERT INTO LGINVOICE VALUES (1775, '25-JUL-11', 775, 272.62, 84392);
INSERT INTO LGINVOICE VALUES (1778, '25-JUL-11', 653, 270.84, 83906);
INSERT INTO LGINVOICE VALUES (1782, '25-JUL-11', 457, 114.43, 83649);
INSERT INTO LGINVOICE VALUES (1785, '25-JUL-11', 524, 117.95, 84049);
INSERT INTO LGINVOICE VALUES (1788, '26-JUL-11', 784, 164.89, 83734);
INSERT INTO LGINVOICE VALUES (1791, '26-JUL-11', 786, 285.36, 84219);
INSERT INTO LGINVOICE VALUES (1794, '27-JUL-11', 522, 175.11, 83509);
INSERT INTO LGINVOICE VALUES (1798, '27-JUL-11', 338, 101.51, 84306);
INSERT INTO LGINVOICE VALUES (1801, '27-JUL-11', 789, 249.46, 83850);
INSERT INTO LGINVOICE VALUES (1804, '28-JUL-11', 478, 164.53, 84191);
INSERT INTO LGINVOICE VALUES (1807, '28-JUL-11', 430, 225.05, 83705);
INSERT INTO LGINVOICE VALUES (1891, '05-AUG-11', 427, 53.97, 83621);
INSERT INTO LGINVOICE VALUES (1894, '06-AUG-11', 441, 300.98, 83705);
INSERT INTO LGINVOICE VALUES (1898, '06-AUG-11', 828, 74.36, 84078);
INSERT INTO LGINVOICE VALUES (1901, '06-AUG-11', 829, 208.5, 83906);
INSERT INTO LGINVOICE VALUES (1904, '07-AUG-11', 115, 76.92, 84392);
INSERT INTO LGINVOICE VALUES (1907, '07-AUG-11', 96, 374.81, 84078);
INSERT INTO LGINVOICE VALUES (1910, '07-AUG-11', 428, 50.97, 84106);
INSERT INTO LGINVOICE VALUES (1913, '08-AUG-11', 817, 223.26, 84021);
INSERT INTO LGINVOICE VALUES (1916, '08-AUG-11', 224, 220.21, 83537);
INSERT INTO LGINVOICE VALUES (1919, '08-AUG-11', 534, 59.95, 83537);
INSERT INTO LGINVOICE VALUES (1922, '08-AUG-11', 478, 202.92, 84392);
INSERT INTO LGINVOICE VALUES (1925, '09-AUG-11', 406, 529.78, 84021);
INSERT INTO LGINVOICE VALUES (1929, '09-AUG-11', 775, 240.87, 83993);
INSERT INTO LGINVOICE VALUES (1932, '09-AUG-11', 731, 345.6, 84191);
INSERT INTO LGINVOICE VALUES (1935, '10-AUG-11', 175, 145.29, 83993);
INSERT INTO LGINVOICE VALUES (1938, '10-AUG-11', 836, 250.44, 84306);
INSERT INTO LGINVOICE VALUES (1942, '10-AUG-11', 634, 349.91, 83820);
INSERT INTO LGINVOICE VALUES (1945, '11-AUG-11', 838, 160.92, 83906);
INSERT INTO LGINVOICE VALUES (1948, '11-AUG-11', 840, 130.91, 83964);
INSERT INTO LGINVOICE VALUES (1951, '11-AUG-11', 188, 202.41, 83593);
INSERT INTO LGINVOICE VALUES (1954, '12-AUG-11', 612, 250.44, 84219);
INSERT INTO LGINVOICE VALUES (1957, '12-AUG-11', 842, 152.89, 84106);
INSERT INTO LGINVOICE VALUES (1960, '13-AUG-11', 327, 376.8, 84364);
INSERT INTO LGINVOICE VALUES (1963, '13-AUG-11', 687, 347.25, 83677);
INSERT INTO LGINVOICE VALUES (1967, '13-AUG-11', 818, 497.33, 83649);
INSERT INTO LGINVOICE VALUES (1970, '14-AUG-11', 559, 356.98, 83763);
INSERT INTO LGINVOICE VALUES (1973, '14-AUG-11', 670, 129.19, 84049);
INSERT INTO LGINVOICE VALUES (2141, '01-SEP-11', 926, 314.81, 84021);
INSERT INTO LGINVOICE VALUES (2144, '01-SEP-11', 209, 344.62, 83649);
INSERT INTO LGINVOICE VALUES (2147, '02-SEP-11', 927, 184.31, 83906);
INSERT INTO LGINVOICE VALUES (2150, '02-SEP-11', 215, 211.87, 84276);
INSERT INTO LGINVOICE VALUES (2153, '02-SEP-11', 340, 396.26, 83593);
INSERT INTO LGINVOICE VALUES (2156, '03-SEP-11', 443, 214.86, 83850);
INSERT INTO LGINVOICE VALUES (2159, '03-SEP-11', 933, 206.66, 83820);
INSERT INTO LGINVOICE VALUES (2162, '03-SEP-11', 388, 54.36, 83705);
INSERT INTO LGINVOICE VALUES (2165, '03-SEP-11', 938, 337.84, 83677);
INSERT INTO LGINVOICE VALUES (2169, '04-SEP-11', 679, 222.68, 83763);
INSERT INTO LGINVOICE VALUES (2172, '04-SEP-11', 941, 76.77, 84078);
INSERT INTO LGINVOICE VALUES (2175, '04-SEP-11', 942, 242.49, 83677);
INSERT INTO LGINVOICE VALUES (2178, '05-SEP-11', 420, 355.83, 84392);
INSERT INTO LGINVOICE VALUES (2181, '05-SEP-11', 416, 75.94, 84021);
INSERT INTO LGINVOICE VALUES (2184, '05-SEP-11', 945, 292.25, 83621);
INSERT INTO LGINVOICE VALUES (2188, '06-SEP-11', 378, 68.98, 83936);
INSERT INTO LGINVOICE VALUES (2191, '06-SEP-11', 951, 199.93, 84049);
INSERT INTO LGINVOICE VALUES (2194, '06-SEP-11', 954, 14.98, 83593);
INSERT INTO LGINVOICE VALUES (2197, '07-SEP-11', 377, 35.98, 84134);
INSERT INTO LGINVOICE VALUES (2200, '07-SEP-11', 957, 172.69, 83763);
INSERT INTO LGINVOICE VALUES (2203, '07-SEP-11', 436, 130.7, 83993);
INSERT INTO LGINVOICE VALUES (2296, '17-SEP-11', 716, 149.09, 84219);
INSERT INTO LGINVOICE VALUES (2299, '17-SEP-11', 986, 488.83, 84334);
INSERT INTO LGINVOICE VALUES (2302, '18-SEP-11', 275, 272.02, 84134);
INSERT INTO LGINVOICE VALUES (2305, '18-SEP-11', 213, 226.13, 83993);
INSERT INTO LGINVOICE VALUES (2308, '19-SEP-11', 991, 27.98, 83878);
INSERT INTO LGINVOICE VALUES (2311, '19-SEP-11', 642, 164.51, 83906);
INSERT INTO LGINVOICE VALUES (2211, '08-SEP-11', 830, 124.94, 83906);
INSERT INTO LGINVOICE VALUES (2214, '08-SEP-11', 682, 133.9, 84078);
INSERT INTO LGINVOICE VALUES (2218, '09-SEP-11', 965, 220.49, 83593);
INSERT INTO LGINVOICE VALUES (2221, '09-SEP-11', 966, 315.94, 83906);
INSERT INTO LGINVOICE VALUES (2224, '09-SEP-11', 167, 120.96, 84049);
INSERT INTO LGINVOICE VALUES (2227, '10-SEP-11', 968, 67.54, 83850);
INSERT INTO LGINVOICE VALUES (2230, '10-SEP-11', 969, 158.69, 84134);
INSERT INTO LGINVOICE VALUES (2233, '10-SEP-11', 607, 45.57, 83763);
INSERT INTO LGINVOICE VALUES (2236, '11-SEP-11', 617, 290.59, 83649);
INSERT INTO LGINVOICE VALUES (2239, '11-SEP-11', 526, 118.56, 83850);
INSERT INTO LGINVOICE VALUES (2243, '12-SEP-11', 972, 216.21, 83993);
INSERT INTO LGINVOICE VALUES (2246, '12-SEP-11', 181, 36.45, 84134);
INSERT INTO LGINVOICE VALUES (2249, '12-SEP-11', 576, 88.91, 83677);
INSERT INTO LGINVOICE VALUES (2252, '13-SEP-11', 894, 144.51, 83621);
INSERT INTO LGINVOICE VALUES (2255, '13-SEP-11', 186, 26.36, 84306);
INSERT INTO LGINVOICE VALUES (2258, '13-SEP-11', 976, 269.46, 84334);
INSERT INTO LGINVOICE VALUES (2261, '14-SEP-11', 718, 131.33, 83820);
INSERT INTO LGINVOICE VALUES (2264, '14-SEP-11', 250, 114.94, 83964);
INSERT INTO LGINVOICE VALUES (2267, '14-SEP-11', 449, 122.72, 83705);
INSERT INTO LGINVOICE VALUES (2270, '14-SEP-11', 169, 279.99, 83936);
INSERT INTO LGINVOICE VALUES (949, '29-APR-11', 312, 343.73, 84049);
INSERT INTO LGINVOICE VALUES (958, '30-APR-11', 217, 231.92, 83878);
INSERT INTO LGINVOICE VALUES (962, '30-APR-11', 348, 167.5, 84334);
INSERT INTO LGINVOICE VALUES (968, '01-MAY-11', 385, 534.41, 83593);
INSERT INTO LGINVOICE VALUES (974, '02-MAY-11', 279, 106.74, 84420);
INSERT INTO LGINVOICE VALUES (980, '02-MAY-11', 260, 12.87, 83878);
INSERT INTO LGINVOICE VALUES (985, '03-MAY-11', 464, 89.95, 83705);
INSERT INTO LGINVOICE VALUES (991, '04-MAY-11', 172, 236.74, 84021);
INSERT INTO LGINVOICE VALUES (997, '04-MAY-11', 118, 254.64, 84392);
INSERT INTO LGINVOICE VALUES (1003, '05-MAY-11', 141, 172.95, 83734);
INSERT INTO LGINVOICE VALUES (1009, '06-MAY-11', 391, 197.9, 83993);
INSERT INTO LGINVOICE VALUES (1015, '06-MAY-11', 277, 138.09, 83537);
INSERT INTO LGINVOICE VALUES (1021, '06-MAY-11', 256, 73.98, 83734);
INSERT INTO LGINVOICE VALUES (1027, '07-MAY-11', 291, 81.13, 84306);
INSERT INTO LGINVOICE VALUES (1032, '07-MAY-11', 337, 159.95, 83705);
INSERT INTO LGINVOICE VALUES (1038, '08-MAY-11', 322, 86.36, 84191);
INSERT INTO LGINVOICE VALUES (1044, '09-MAY-11', 480, 69.17, 83593);
INSERT INTO LGINVOICE VALUES (1052, '09-MAY-11', 468, 265.56, 83677);
INSERT INTO LGINVOICE VALUES (1061, '10-MAY-11', 437, 135.3, 83593);
INSERT INTO LGINVOICE VALUES (1070, '11-MAY-11', 492, 70.52, 83792);
INSERT INTO LGINVOICE VALUES (1077, '12-MAY-11', 497, 27.18, 83565);
INSERT INTO LGINVOICE VALUES (1086, '13-MAY-11', 107, 126.93, 84364);
INSERT INTO LGINVOICE VALUES (1095, '14-MAY-11', 113, 35.96, 84106);
INSERT INTO LGINVOICE VALUES (1104, '15-MAY-11', 137, 34.16, 83705);
INSERT INTO LGINVOICE VALUES (1111, '16-MAY-11', 309, 39.54, 84276);
INSERT INTO LGINVOICE VALUES (1120, '17-MAY-11', 381, 478.65, 83509);
INSERT INTO LGINVOICE VALUES (1129, '18-MAY-11', 176, 165.14, 84163);
INSERT INTO LGINVOICE VALUES (1131, '18-MAY-11', 517, 6.98, 84392);
INSERT INTO LGINVOICE VALUES (1137, '19-MAY-11', 135, 269.93, 83850);
INSERT INTO LGINVOICE VALUES (1143, '19-MAY-11', 410, 115.2, 84106);
INSERT INTO LGINVOICE VALUES (1149, '20-MAY-11', 330, 222.47, 84078);
INSERT INTO LGINVOICE VALUES (1155, '21-MAY-11', 524, 59.98, 83878);
INSERT INTO LGINVOICE VALUES (1160, '21-MAY-11', 528, 15.18, 84276);
INSERT INTO LGINVOICE VALUES (1166, '22-MAY-11', 210, 70.95, 83850);
INSERT INTO LGINVOICE VALUES (1170, '23-MAY-11', 483, 259.46, 83677);
INSERT INTO LGINVOICE VALUES (1176, '23-MAY-11', 156, 463.45, 83649);
INSERT INTO LGINVOICE VALUES (1182, '24-MAY-11', 535, 43.98, 83509);
INSERT INTO LGINVOICE VALUES (1188, '25-MAY-11', 218, 301.08, 83964);
INSERT INTO LGINVOICE VALUES (1194, '25-MAY-11', 98, 303.87, 83677);
INSERT INTO LGINVOICE VALUES (1200, '26-MAY-11', 88, 259.09, 83820);
INSERT INTO LGINVOICE VALUES (1205, '26-MAY-11', 494, 137.31, 83649);
INSERT INTO LGINVOICE VALUES (1211, '27-MAY-11', 399, 46.17, 83850);
INSERT INTO LGINVOICE VALUES (1217, '27-MAY-11', 546, 166.84, 84106);
INSERT INTO LGINVOICE VALUES (1223, '28-MAY-11', 550, 212.82, 83537);
INSERT INTO LGINVOICE VALUES (1229, '29-MAY-11', 90, 49.34, 83705);
INSERT INTO LGINVOICE VALUES (1234, '29-MAY-11', 552, 12.99, 84106);
INSERT INTO LGINVOICE VALUES (1240, '30-MAY-11', 554, 413.89, 84276);
INSERT INTO LGINVOICE VALUES (1246, '30-MAY-11', 489, 232.45, 84106);
INSERT INTO LGINVOICE VALUES (1252, '31-MAY-11', 263, 138.49, 84134);
INSERT INTO LGINVOICE VALUES (1260, '01-JUN-11', 205, 29.99, 83850);
INSERT INTO LGINVOICE VALUES (1267, '01-JUN-11', 236, 377.83, 84219);
INSERT INTO LGINVOICE VALUES (1276, '03-JUN-11', 569, 29.99, 84163);
INSERT INTO LGINVOICE VALUES (1285, '03-JUN-11', 189, 330.23, 83820);
INSERT INTO LGINVOICE VALUES (1294, '04-JUN-11', 488, 341.36, 84106);
INSERT INTO LGINVOICE VALUES (1303, '05-JUN-11', 295, 37.57, 83621);
INSERT INTO LGINVOICE VALUES (1311, '06-JUN-11', 240, 49.15, 84364);
INSERT INTO LGINVOICE VALUES (1319, '07-JUN-11', 133, 228.68, 83936);
INSERT INTO LGINVOICE VALUES (1328, '08-JUN-11', 593, 18.47, 83878);
INSERT INTO LGINVOICE VALUES (1336, '09-JUN-11', 92, 153.93, 83878);
INSERT INTO LGINVOICE VALUES (1339, '09-JUN-11', 488, 38.57, 83792);
INSERT INTO LGINVOICE VALUES (1344, '09-JUN-11', 448, 365.34, 84191);
INSERT INTO LGINVOICE VALUES (1350, '10-JUN-11', 493, 297.84, 83734);
INSERT INTO LGINVOICE VALUES (1356, '11-JUN-11', 147, 216.57, 84106);
INSERT INTO LGINVOICE VALUES (1362, '11-JUN-11', 363, 231.24, 84078);
INSERT INTO LGINVOICE VALUES (1368, '12-JUN-11', 307, 248.65, 83677);
INSERT INTO LGINVOICE VALUES (1372, '13-JUN-11', 163, 131.81, 83649);
INSERT INTO LGINVOICE VALUES (1378, '13-JUN-11', 610, 99.71, 83850);
INSERT INTO LGINVOICE VALUES (1388, '14-JUN-11', 121, 487.13, 84021);
INSERT INTO LGINVOICE VALUES (1394, '15-JUN-11', 97, 394.42, 83792);
INSERT INTO LGINVOICE VALUES (1400, '16-JUN-11', 364, 71.45, 84078);
INSERT INTO LGINVOICE VALUES (1405, '16-JUN-11', 619, 107.95, 83649);
INSERT INTO LGINVOICE VALUES (1411, '17-JUN-11', 276, 386.12, 84191);
INSERT INTO LGINVOICE VALUES (1415, '17-JUN-11', 454, 121.93, 83621);
INSERT INTO LGINVOICE VALUES (1421, '18-JUN-11', 628, 106.9, 83936);
INSERT INTO LGINVOICE VALUES (1427, '18-JUN-11', 401, 220.12, 84078);
INSERT INTO LGINVOICE VALUES (1435, '19-JUN-11', 632, 246.42, 83906);
INSERT INTO LGINVOICE VALUES (1444, '20-JUN-11', 638, 344.63, 84306);
INSERT INTO LGINVOICE VALUES (1447, '20-JUN-11', 617, 382.85, 83677);
INSERT INTO LGINVOICE VALUES (1453, '21-JUN-11', 645, 119.95, 84191);
INSERT INTO LGINVOICE VALUES (1459, '22-JUN-11', 365, 150.9, 83565);
INSERT INTO LGINVOICE VALUES (1465, '22-JUN-11', 648, 136.78, 84191);
INSERT INTO LGINVOICE VALUES (1471, '23-JUN-11', 584, 21.98, 83936);
INSERT INTO LGINVOICE VALUES (1477, '24-JUN-11', 304, 87.93, 84276);
INSERT INTO LGINVOICE VALUES (1483, '24-JUN-11', 655, 267.55, 84248);
INSERT INTO LGINVOICE VALUES (1491, '25-JUN-11', 657, 173.95, 83593);
INSERT INTO LGINVOICE VALUES (1500, '26-JUN-11', 658, 296.83, 83993);
INSERT INTO LGINVOICE VALUES (1507, '27-JUN-11', 323, 240.44, 84364);
INSERT INTO LGINVOICE VALUES (1516, '28-JUN-11', 564, 126.24, 84021);
INSERT INTO LGINVOICE VALUES (1525, '29-JUN-11', 349, 172.28, 84248);
INSERT INTO LGINVOICE VALUES (1534, '30-JUN-11', 348, 203.83, 84163);
INSERT INTO LGINVOICE VALUES (1543, '30-JUN-11', 676, 166.37, 84163);
INSERT INTO LGINVOICE VALUES (1552, '01-JUL-11', 372, 73.85, 84276);
INSERT INTO LGINVOICE VALUES (1561, '03-JUL-11', 275, 303.85, 84191);
INSERT INTO LGINVOICE VALUES (1569, '03-JUL-11', 309, 246.26, 84106);
INSERT INTO LGINVOICE VALUES (1572, '04-JUL-11', 412, 53.37, 84306);
INSERT INTO LGINVOICE VALUES (1578, '04-JUL-11', 455, 437.35, 84276);
INSERT INTO LGINVOICE VALUES (1584, '05-JUL-11', 441, 131.93, 84106);
INSERT INTO LGINVOICE VALUES (1590, '06-JUL-11', 689, 18.99, 83649);
INSERT INTO LGINVOICE VALUES (1595, '06-JUL-11', 693, 134.55, 83964);
INSERT INTO LGINVOICE VALUES (1601, '07-JUL-11', 179, 89.93, 83878);
INSERT INTO LGINVOICE VALUES (1607, '08-JUL-11', 364, 94.93, 84306);
INSERT INTO LGINVOICE VALUES (1613, '08-JUL-11', 313, 301.84, 83734);
INSERT INTO LGINVOICE VALUES (1619, '09-JUL-11', 239, 202.46, 83621);
INSERT INTO LGINVOICE VALUES (1625, '09-JUL-11', 709, 276.01, 84420);
INSERT INTO LGINVOICE VALUES (1631, '10-JUL-11', 711, 63.16, 83537);
INSERT INTO LGINVOICE VALUES (1636, '10-JUL-11', 532, 282.28, 84248);
INSERT INTO LGINVOICE VALUES (1642, '11-JUL-11', 693, 7.79, 83593);
INSERT INTO LGINVOICE VALUES (1648, '11-JUL-11', 718, 102.12, 83705);
INSERT INTO LGINVOICE VALUES (1654, '12-JUL-11', 241, 303.86, 83677);
INSERT INTO LGINVOICE VALUES (1662, '13-JUL-11', 185, 259.1, 84306);
INSERT INTO LGINVOICE VALUES (1671, '14-JUL-11', 725, 245.17, 83820);
INSERT INTO LGINVOICE VALUES (1680, '14-JUL-11', 540, 201.02, 83705);
INSERT INTO LGINVOICE VALUES (1689, '15-JUL-11', 733, 280.54, 84163);
INSERT INTO LGINVOICE VALUES (1698, '16-JUL-11', 558, 215.73, 84248);
INSERT INTO LGINVOICE VALUES (1706, '17-JUL-11', 745, 196.14, 83649);
INSERT INTO LGINVOICE VALUES (1715, '18-JUL-11', 546, 31.78, 83820);
INSERT INTO LGINVOICE VALUES (1724, '19-JUL-11', 194, 12.99, 83705);
INSERT INTO LGINVOICE VALUES (1731, '20-JUL-11', 597, 296.33, 83734);
INSERT INTO LGINVOICE VALUES (1748, '22-JUL-11', 262, 278.85, 84021);
INSERT INTO LGINVOICE VALUES (1757, '23-JUL-11', 764, 41.18, 84078);
INSERT INTO LGINVOICE VALUES (1766, '23-JUL-11', 770, 88.34, 84049);
INSERT INTO LGINVOICE VALUES (1774, '24-JUL-11', 774, 79.98, 84021);
INSERT INTO LGINVOICE VALUES (1781, '25-JUL-11', 780, 35.53, 84334);
INSERT INTO LGINVOICE VALUES (1790, '26-JUL-11', 651, 30.36, 83649);
INSERT INTO LGINVOICE VALUES (1799, '27-JUL-11', 387, 78.34, 84248);
INSERT INTO LGINVOICE VALUES (1806, '28-JUL-11', 792, 215.94, 83906);
INSERT INTO LGINVOICE VALUES (1813, '28-JUL-11', 479, 327.39, 84392);
INSERT INTO LGINVOICE VALUES (1819, '29-JUL-11', 689, 47.96, 83593);
INSERT INTO LGINVOICE VALUES (1825, '30-JUL-11', 132, 168.68, 83763);
INSERT INTO LGINVOICE VALUES (1831, '30-JUL-11', 801, 191.58, 83964);
INSERT INTO LGINVOICE VALUES (1837, '31-JUL-11', 263, 47.81, 84049);
INSERT INTO LGINVOICE VALUES (1843, '01-AUG-11', 168, 502.94, 84219);
INSERT INTO LGINVOICE VALUES (1849, '02-AUG-11', 807, 356.85, 83792);
INSERT INTO LGINVOICE VALUES (1855, '02-AUG-11', 658, 492.35, 83850);
INSERT INTO LGINVOICE VALUES (1861, '03-AUG-11', 813, 164.09, 83705);
INSERT INTO LGINVOICE VALUES (1867, '03-AUG-11', 816, 200.92, 84276);
INSERT INTO LGINVOICE VALUES (1873, '04-AUG-11', 819, 284.84, 84106);
INSERT INTO LGINVOICE VALUES (1879, '04-AUG-11', 499, 163.92, 83792);
INSERT INTO LGINVOICE VALUES (1885, '05-AUG-11', 825, 255.07, 84248);
INSERT INTO LGINVOICE VALUES (1892, '05-AUG-11', 506, 179.41, 84248);
INSERT INTO LGINVOICE VALUES (1900, '06-AUG-11', 480, 240.3, 84134);
INSERT INTO LGINVOICE VALUES (1908, '07-AUG-11', 831, 506.22, 83878);
INSERT INTO LGINVOICE VALUES (1917, '08-AUG-11', 177, 180.69, 84049);
INSERT INTO LGINVOICE VALUES (1926, '09-AUG-11', 547, 7.59, 83850);
INSERT INTO LGINVOICE VALUES (1934, '10-AUG-11', 549, 170.91, 83936);
INSERT INTO LGINVOICE VALUES (1943, '11-AUG-11', 792, 27.96, 83964);
INSERT INTO LGINVOICE VALUES (1952, '12-AUG-11', 841, 499.66, 84163);
INSERT INTO LGINVOICE VALUES (1961, '13-AUG-11', 731, 103.12, 84420);
INSERT INTO LGINVOICE VALUES (1969, '14-AUG-11', 848, 117.95, 84078);
INSERT INTO LGINVOICE VALUES (1976, '14-AUG-11', 175, 360.96, 83906);
INSERT INTO LGINVOICE VALUES (1982, '15-AUG-11', 350, 123.53, 83993);
INSERT INTO LGINVOICE VALUES (1988, '15-AUG-11', 855, 300.47, 83565);
INSERT INTO LGINVOICE VALUES (1994, '16-AUG-11', 858, 146.85, 83621);
INSERT INTO LGINVOICE VALUES (2000, '16-AUG-11', 861, 19.98, 83537);
INSERT INTO LGINVOICE VALUES (2005, '17-AUG-11', 865, 199.25, 84049);
INSERT INTO LGINVOICE VALUES (2011, '18-AUG-11', 341, 119.16, 83537);
INSERT INTO LGINVOICE VALUES (2017, '18-AUG-11', 872, 207.14, 83565);
INSERT INTO LGINVOICE VALUES (2023, '19-AUG-11', 876, 219, 84021);
INSERT INTO LGINVOICE VALUES (2029, '20-AUG-11', 522, 68.57, 83677);
INSERT INTO LGINVOICE VALUES (2034, '20-AUG-11', 459, 59.05, 83878);
INSERT INTO LGINVOICE VALUES (2040, '21-AUG-11', 578, 250.08, 84021);
INSERT INTO LGINVOICE VALUES (2046, '21-AUG-11', 883, 124.59, 84248);
INSERT INTO LGINVOICE VALUES (2052, '22-AUG-11', 842, 246.07, 84191);
INSERT INTO LGINVOICE VALUES (2055, '23-AUG-11', 235, 391.12, 84364);
INSERT INTO LGINVOICE VALUES (2061, '23-AUG-11', 888, 165.8, 84163);
INSERT INTO LGINVOICE VALUES (2067, '24-AUG-11', 892, 209.8, 83593);
INSERT INTO LGINVOICE VALUES (2073, '25-AUG-11', 803, 204.09, 84163);
INSERT INTO LGINVOICE VALUES (2079, '25-AUG-11', 104, 37.16, 83705);
INSERT INTO LGINVOICE VALUES (2085, '26-AUG-11', 901, 354.43, 84078);
INSERT INTO LGINVOICE VALUES (2091, '26-AUG-11', 897, 112.92, 84219);
